barcode,itemcallnumber,isbn,title,subtitle,author,pages,publishercode,copyrightdate,price
3523,"629.243 T08 GUG",9781848002302,"Semi-active suspension control",,"Guglielmino, Emanuele",294p.,Springer-Verlag,2008,6251.52
3531,"629.8 T07 AHN.M",9781846288463,"Iterative learning control",": robustness and monotonic convergence for interval systems","Ahn, Hyo-Sung",230p.,Springer-Verlag,2007,5632.74
3534,"621.3822015195 T07 DIE",9783540684787,"Linear estimation and detection in Krylov subspaces",,,232p.,Springer,2007,7316.34
3535,"621.38216 T04 MOR",9780130093677,"Fixed broadband wireless communications",": principles and practical applications","Morais, Douglas H.",357p.,"Prentice Hall",2004,5412.00
3536,"621.38216 T04 MOR",9780130093677,"Fixed broadband wireless communications",": principles and practical applications","Morais, Douglas H.",357p.,"Prentice Hall",2004,5412.00
3537,"621.38212 T09 FAT",9781402066306,"Voice over IP in wireless heterogeneous networks",": signaling, mobility and security","Fathi, H.",226p.,Springer,2009,7316.34
3538,"621.38215 T09 MIS.M",9781848009080,"Guide to wireless mesh networks",,,527p.,Springer-Verlag,2009,5120.34
3541,"620.16 T08 BEL",9789812790583,"Basics of thermodynamics and phase transitions in complex intermetallics",,,399p.,"World Scientific",2008,5264.70
3542,"620.11 T09 MAR",9780080964966,"Concise encyclopedia of materials for energy systems",,,796p.,Elsevier,2009,10867.50
3543,"333.7909 T09 CLE",9780123751171,"Concise encyclopedia of history of energy",,,354p.,Elsevier,2009,6762.00
3546,"621.89 T07 BLA",9781420054040,"Friction science and technology",": from concepts to applications","Blau, Peter J.",420p.,"CRC Press",2009,6817.40
3548,"620.30287 T07 SIL",9781420053197,"Vibration monitoring, testing and instrumentation",,,696p.,"CRC ",2007,6127.23
3549,"629.231 T04 KAR",0824757114,"Vehicle stability",,"Karnopp, Dean",317p.,"CRC Press,",2004,8043.00
3550,"628.4457 T02 NIE",9780824706296,"Combustion and incineration processes",,"Niessen, Walter R.",715p.,Marcel,2002,10264.40
3557,"531 N94 FUN",9780130615244,"First course in continuum mechanics",,"Fung, Y.C",311p.,"Prentice Hall",1994,7775.10
3562,"531 T04 SPE",0486435946,"Continuum mechanics",,"Spencer, A.J.M.",183p.,"Dover Publications",1980,731.05
3563,"531 T04 SPE",0486435946,"Continuum mechanics",,"Spencer, A.J.M.",183p.,"Dover Publications",1980,731.05
3565,"531 T04 SPE",0486435946,"Continuum mechanics",,"Spencer, A.J.M.",183p.,"Dover Publications",1980,731.05
3566,"536.23 T08 CAR.J",9780198533689,"Conduction of heat in solids",,"Carslaw, H.S.",510p.,"Oxford Science",2008,5745.00
3569,"547.05 T10 GUP.E",9788173717093,"Basic organometallic chemistry",": concepts, syntheses and applications","Gupta, B.D",524p.,"Universities press",2010,675.00
3570,"547.05 T10 GUP.E",9788173717093,"Basic organometallic chemistry",": concepts, syntheses and applications","Gupta, B.D",524p.,"Universities press",2010,675.00
3571,"547.05 T10 GUP.E",9788173717093,"Basic organometallic chemistry",": concepts, syntheses and applications","Gupta, B.D",524p.,"Universities press",2010,675.00
3572,"547.05 T10 GUP.E",9788173717093,"Basic organometallic chemistry",": concepts, syntheses and applications","Gupta, B.D",524p.,"Universities press",2010,675.00
3581,"547.05 T10 GUP.E",9788173717093,"Basic organometallic chemistry",": concepts, syntheses and applications","Gupta, B.D",524p.,"Universities press",2010,675.00
3582,"547.05 T10 GUP.E",9788173717093,"Basic organometallic chemistry",": concepts, syntheses and applications","Gupta, B.D",524p.,"Universities press",2010,675.00
3583,"519.2 T09 GRI.S",9780198572220,"Probability and random processes",,"Grimmett, Geoffrey",596p.,"Oxford University Press",2009,2834.20
3584,"519.2 T09 GRI.S",9780198572220,"Probability and random processes",,"Grimmett, Geoffrey",596p.,"Oxford University Press",2009,2834.20
3588,"519.2 N71 HOE.P",039504636X,"Introduction to probability theory",,"Hoel, Paul G.",258p.,"Houghton Mifflin",1971,9973.16
3589,"621.367 T09 GON.W",9788131726952,"Digital image processing",,"Gonzalez, Rafael C.",976p.,"Pearson Education",2009,535.00
3590,"621.367 T09 GON.W",9788131726952,"Digital image processing",,"Gonzalez, Rafael C.",976p.,"Pearson Education",2009,535.00
3591,"621.367 T09 GON.W",9788131726952,"Digital image processing",,"Gonzalez, Rafael C.",976p.,"Pearson Education",2009,535.00
3599,"621.382 T10 HAY.M",9788126521517,"Communication systems",,"Haykin, Simon",422p.,Wiley,2010,1745.00
3609,"621.3822 T06 MIT",9780070667563,"Digital signal processing",": a computer based approach","Mitra, Sanjit K.",916p.," Tata Mcgraw Hill",2006,1995.00
3611,"621.3822 T06 MIT",9780070667563,"Digital signal processing",": a computer based approach","Mitra, Sanjit K.",916p.," Tata Mcgraw Hill",2006,1995.00
3612,"621.3822 T06 MIT",9780070667563,"Digital signal processing",": a computer based approach","Mitra, Sanjit K.",916p.," Tata Mcgraw Hill",2006,1995.00
3613,"621.3822 T06 MIT",9780070667563,"Digital signal processing",": a computer based approach","Mitra, Sanjit K.",916p.," Tata Mcgraw Hill",2006,1995.00
3619,"621.3822 N99 OPP.S",9788131704929,"Discrete-time signal processing",,"Oppenheim, Alan V.",888p.,Pearson,1999,365.00
3620,"621.3822 N99 OPP.S",9788131704929,"Discrete-time signal processing",,"Oppenheim, Alan V.",888p.,Pearson,1999,365.00
3621,"621.3822 N99 OPP.S",9788131704929,"Discrete-time signal processing",,"Oppenheim, Alan V.",888p.,Pearson,1999,365.00
3622,"621.3822 N99 OPP.S",9788131704929,"Discrete-time signal processing",,"Oppenheim, Alan V.",888p.,Pearson,1999,365.00
3638,"511.5 T05 ROT",,"Introduction to the theory of graphs",,"Rotman, Joseph J.",522p.,Springer,2005,3782.85
3642,"519.2 T07 ROS",9788131209653,"Introduction to probability models",,"Ross, Sheldon M.",782p.,"Academic Press",2007,450.00
3643,"519.2 T07 ROS",9788131209653,"Introduction to probability models",,"Ross, Sheldon M.",782p.,"Academic Press",2007,450.00
3644,"519.2 T07 ROS",9788131209653,"Introduction to probability models",,"Ross, Sheldon M.",782p.,"Academic Press",2007,450.00
3647,"519.23 T09 ROS",9788126517572,"Stochastic processes",,"Ross, Sheldon M.",510p.,"Wiley India",1996,379.00
3650,"519.23 T09 ROS",9788126517572,"Stochastic processes",,"Ross, Sheldon M.",510p.,"Wiley India",1996,379.00
3652,"519.2 N68 FEL",9788126518050,"Introduction to probability theory and its applications, vol. I",,"Feller, William",509p.,"Wiley India",1968,379.00
3653,"519.2 N68 FEL",9788126518050,"Introduction to probability theory and its applications, vol. I",,"Feller, William",509p.,"Wiley India",1968,379.00
3654,"519.2 N68 FEL",9788126518050,"Introduction to probability theory and its applications, vol. I",,"Feller, William",509p.,"Wiley India",1968,379.00
3659,"515.35 T03 POL.Z",9781584882978,"Handbook of exact solutions for ordinary differential equations",,"Polyanin, Andrei D",787p.,"CRC press",2003,7712.60
3660,"808.042 T10 CUT",9780198064640,"Oxford guide to plain English",,"Cutts, Martin",202p.,"Oxford University Press",2010,300.00
3662,"428.003 T10 BUT",9780198064640,"Oxford A-Z of English usage",,,172p.,"Oxford University Press,",2010,300.00
3663,"428.13 T10 SOA.F",9780198064640,"Oxford A-Z of spelling",,"Soanes, Catherine",140p.,"Oxford University Press,",2010,300.00
3679,"531 T02 GOL.P",9788177582833,"Classical mechanics",,"Goldstein, Herbert",638p.,"Pearson Education",2002,450.00
3680,"531 T02 GOL.P",9788177582833,"Classical mechanics",,"Goldstein, Herbert",638p.,"Pearson Education",2002,450.00
3681,"531 T02 GOL.P",9788177582833,"Classical mechanics",,"Goldstein, Herbert",638p.,"Pearson Education",2002,450.00
3682,"531 T02 GOL.P",9788177582833,"Classical mechanics",,"Goldstein, Herbert",638p.,"Pearson Education",2002,450.00
3683,"531 T02 GOL.P",9788177582833,"Classical mechanics",,"Goldstein, Herbert",638p.,"Pearson Education",2002,450.00
3687,"621.3851 T10 KUO",9788126510016,"Network analysis and synthesis",,"Kuo, Franklin F.",515p.,"Wiley India",2010,379.00
3688,"621.3851 T10 KUO",9788126510016,"Network analysis and synthesis",,"Kuo, Franklin F.",515p.,"Wiley India",2010,379.00
3689,"621.3851 T10 KUO",9788126510016,"Network analysis and synthesis",,"Kuo, Franklin F.",515p.,"Wiley India",2010,379.00
3690,"621.3851 T10 KUO",9788126510016,"Network analysis and synthesis",,"Kuo, Franklin F.",515p.,"Wiley India",2010,379.00
3691,"621.3851 T10 KUO",9788126510016,"Network analysis and synthesis",,"Kuo, Franklin F.",515p.,"Wiley India",2010,379.00
3695,"004.22 T07 PAT.H",9780123706065,"Computer organization and design",": the hardware / software interface","Patterson, David A.",621p.,Elsevier,2007,595.00
3698,"004.22 T07 PAT.H",9780123706065,"Computer organization and design",": the hardware / software interface","Patterson, David A.",621p.,Elsevier,2007,595.00
3700,"004.22 T07 PAT.H",9780123706065,"Computer organization and design",": the hardware / software interface","Patterson, David A.",621p.,Elsevier,2007,595.00
3702,"004.22 T07 PAT.H",9780123706065,"Computer organization and design",": the hardware / software interface","Patterson, David A.",621p.,Elsevier,2007,595.00
3707,"546 T04 COT W",9788126511143,"Basic Inorganic Chemistry",,"Cotton, F. Albert",838p.,"Wiley India",2004,3513.00
3708,"546 T04 COT W",9788126511143,"Basic Inorganic Chemistry",,"Cotton, F. Albert",838p.,"Wiley India",2004,3513.00
3709,"546 T04 COT W",9788126511143,"Basic Inorganic Chemistry",,"Cotton, F. Albert",838p.,"Wiley India",2004,3513.00
3712,"546 T04 COT W",9788126511143,"Basic Inorganic Chemistry",,"Cotton, F. Albert",838p.,"Wiley India",2004,3513.00
3713,"546 T04 COT W",9788126511143,"Basic Inorganic Chemistry",,"Cotton, F. Albert",838p.,"Wiley India",2004,3513.00
3714,"004.22 T07 PAT.H",9788131222744,"Computer organization and design",,"Patterson, David A.",689p.,Elsevier,2009,495.00
3717,"004.22 T07 PAT.H",9788131222744,"Computer organization and design",,"Patterson, David A.",689p.,Elsevier,2009,495.00
3718,"005.73 T04 GOO.T",9788126515226,"Data structures and algorithms in Java",,"Goodrich, Michael T.",681p.,Wiley,2009,379.00
3721,"005.73 T04 GOO.T",9788126515226,"Data structures and algorithms in Java",,"Goodrich, Michael T.",681p.,Wiley,2009,379.00
3724,"629.8932 T04 SIE.N",9788120326866,"Introduction to autonomous mobile robots ",,"Siegwart, Roland",321p.,PHI,2004,1625.00
3725,"629.8932 T04 SIE.N",9788120326866,"Introduction to autonomous mobile robots ",,"Siegwart, Roland",321p.,PHI,2004,1625.00
3727,"629.8932 T04 SIE.N",9788120326866,"Introduction to autonomous mobile robots ",,"Siegwart, Roland",321p.,PHI,2004,1625.00
3736,"515.7222 T01 AHU.L",9781584881964,"Spectral computations for bounded operators",,"Ahues, Mario",382p.," Chapman and Hall, CRC",2001,6064.08
3738,"516.36 N69 STO",9780471504030,"Differential geometry",,"Stoker, J.J",404p.,"Wiley Interscience",1969,7689.25
3745,"511.1 T10 HEI",9780763772062,"Discrete structures, logic and computability ",,"Hein, James L.",1009p.," Jones and Bartlett",2010,2157.00
3748,"512.2 T08 MAC",9780198504504,"Symmetric functions and hall polynomials",,"Macdonald, I.G",475p.," Oxford Science",2008,5776.00
3762,"621.4022 N92 BRE",9780471539827,"Thermal radiative transfer and properties",,"Brewster, M. Quinn",543p.,Wiley,1992,10081.16
3763,"621.4022 N93 OZI",9780471532569,"Heat conduction",,"Ozisik, M. Necati",692p.," Wiley",1993,10550.16
3766,"621.822 T00 BRA.E",0471984523,"Ball and roller bearings",": theory, design and application","Brandlein, Johannes",630p.,"John Wiley & Sons",2000,16415.00
3782,"121.68 N87 NAG",9780195052169," What does it all mean?",":  a very short introduction to philosophy ","Nagel, Thomas",101p.," Oxford University Prtess",1987,842.00
3783,"121.68 N87 NAG",9780195052169," What does it all mean?",":  a very short introduction to philosophy ","Nagel, Thomas",101p.," Oxford University Prtess",1987,842.00
3797,"149.73 T08 GRE",9780195183214,"Oxford handbook of skepticism",,,610p.,"Oxford University Press",2008,7035.00
3802,"510.9 T09 ROB.S",9780199213122,"Oxford handbook of the history of mathematics",,,918p.,"Oxford University Press",2009,2750.00
3803,"570.1 T08 RUS",9780195182057,"Oxford handbook of philosophy of biology",,,642p.,"Oxford University Press",2008,7035.00
3806,"182 T08 CUR.G",9780195146875,"Oxford handbook of presocratic philosophy",,,588p.,"Oxford University Press",2008,7035.00
3810,"621.044 T09 FRA",9783540858485,"Low pressure plasmas and microstructuring technology",,"Franz, Gerhard",732p.,Springer,2009,10976.34
3825,"536.23 T08 CAR.J",9780198533689,"Conduction of heat in solids",,"Carslaw, H.S.",510p.,"Oxford Science",2008,534.00
3826,"536.23 T08 CAR.J",9780198533689,"Conduction of heat in solids",,"Carslaw, H.S.",510p.,"Oxford Science",2008,534.00
3832,"621.3822 T09 RAB.S",9788131705131,"Digital processing of speech signals",,"Rabiner, L.R.",528p.,"Pearson,",2009,410.00
3833,"621.3815324 T08 SAY",9780470253885," Adaptive filters",," Sayed, Ali H. ",786p.,"Wiley ",2008,33727.95
3834,"621.3815324 T08 SAY",9780470253885," Adaptive filters",," Sayed, Ali H. ",786p.,"Wiley ",2008,33727.95
3838,"621.3815324 T03 SAY",9780471461265,"Fundamentals of adaptive filtering",,"Sayed, Ali. H",1125,Wiley,2003,8674.00
3839,"621.3815324 T03 SAY",9780471461265,"Fundamentals of adaptive filtering",,"Sayed, Ali. H",1125,Wiley,2003,8674.00
3840,"621.3815324 T03 SAY",9780471461265,"Fundamentals of adaptive filtering",,"Sayed, Ali. H",1125,Wiley,2003,8674.00
3842,"621.3815324 T03 SAY",9780471461265,"Fundamentals of adaptive filtering",,"Sayed, Ali. H",1125,Wiley,2003,8674.00
3844,"621.3822 T09 RAB.G",,"Theory and application of digital signals processing",,"Rabiner, Lawrence R. and Gold Bernard",,"PHI Learning",2009,590.00
3847,"621.402 N99 GUY.B",9781560328117,"Handbook of applied thermal design",,,,"Taylor and Francis",1999,11392.00
3849,"621.882 T08 BIC",0849381762,"Introduction ot the design and behavior of bolted joints",,"Bickford, John H.",504p.,"CRC Press",2008,6408.00
3850,"621.3 N91 JEN",0824785274,"Classical and modern mechanisms for engineers and inventors",,"Jensen, Preben W.",603p.,"Marcel Dekker",1991,10893.60
3860,"184 T08 FIN",9780195182903,"Oxford handbook of Plato",,,604p.,"Oxford University Press",2008,7230.00
3863,"621.3815324 T09 HAY",9788131708699,"Adaptive filter theory",,"Haykin, Simon ",920p.,"Pearson Education",2002,550.00
3864,"621.3815324 T09 HAY",9788131708699,"Adaptive filter theory",,"Haykin, Simon ",920p.,"Pearson Education",2002,550.00
3865,"621.3815324 T09 HAY",9788131708699,"Adaptive filter theory",,"Haykin, Simon ",920p.,"Pearson Education",2002,550.00
3868,"519.544 T00 KAI.S",0130224642,"Linear estimation",,"Kailath, Thomas",854p.,"Prentice Hall",2000,7712.00
3869,"519.544 T00 KAI.S",0130224642,"Linear estimation",,"Kailath, Thomas",854p.,"Prentice Hall",2000,7712.00
3870,"519.544 T00 KAI.S",0130224642,"Linear estimation",,"Kailath, Thomas",854p.,"Prentice Hall",2000,7712.00
3871,"519.544 T00 KAI.S",0130224642,"Linear estimation",,"Kailath, Thomas",854p.,"Prentice Hall",2000,7712.00
3881,"620.16 T05 ASM",0871703777,"ASM handbook",,,"pages vary","ASM International",2005,12724.80
3882,"620.16 T00 ASM",0871703777,"ASM handbook",,,"pages vary","ASM International",2005,12724.80
3883,"620.16 T06 ASM",0871703777,"ASM handbook",,,"pages vary","ASM International",2005,12724.80
3884,"620.16 N94 ASM",0871703777,"ASM handbook",,,"pages vary","ASM International",2005,12724.80
3885,"620.16 T03 ASM",0871703777,"ASM handbook",,,"pages vary","ASM International",2005,12724.80
3886,"620.16 T02 ASM",0871703777,"ASM handbook",,,"pages vary","ASM International",2005,12724.80
G1210,"620.105 T09 SRI",9780070139886,"Advanced mechanics of solids",,"Srinath, L.S.",504p.,"McGraw Hill Education",2009,200.00
G532,"620.11 T04 RAG",9788120324558,"Materials Science and Engineering",": a first course","Raghavan, V",439p.,PHI,2004,
15053,"337 T14 KRU.O",9789332518230,"International economics ",": theory and policy ","Krugman, Paul R.",687p.," Pearson",2014,
G1322,"158.1 N78 PEC",068485015X,"Roadless Travelled",": a new psychology of love, traditional values and spiritual growth","Peck, M. Scott",315p.,Touchstone,1978,135.00
G718,"005.1 T06 KLE.T",9788131703106,"Algorithm design",,"Kleinberg, Jon",838p.,Pearson,2006,250.00
G990,"658.4092 T13 AGA",9788184004861,"What I did not learn at IIT",": transitioning from campus to workplace","Agarwal, Rajeev",194p.,"Penguin Random House",2013,199.00
G1099,"005.1 T09 COR.L",9788120340077,"Introduction to algorithms ",,"Cormen, Thomas H.",1292p.,"PHI Learning",2009,
3887,"620.16 T00 ASM",0871703777,"ASM handbook",,,"pages vary","ASM International",2005,12724.80
3888,"620.16 N98 ASM",0871703777,"ASM handbook",,,"pages vary","ASM International",2005,12724.80
3889,"620.16 N99 ASM",0871703777,"ASM handbook",,,"pages vary","ASM International",2005,12724.80
3890,"620.16 T03 ASM",0871703777,"ASM handbook",,,"pages vary","ASM International",2005,12724.80
3891,"620.16 T05 ASM",0871703777,"ASM handbook",,,"pages vary","ASM International",2005,12724.80
3892,"620.16 T06 ASM",0871703777,"ASM handbook",,,"pages vary","ASM International",2005,12724.80
3893,"620.16 T06 ASM",0871703777,"ASM handbook",,,"pages vary","ASM International",2005,12724.80
3894,"620.16 T06 ASM",0871703777,"ASM handbook",,,"pages vary","ASM International",2005,12724.80
3895,"620.16 N99 ASM",0871703777,"ASM handbook",,,"pages vary","ASM International",2005,12724.80
3896,"620.16 T05 ASM",0871703777,"ASM handbook",,,"pages vary","ASM International",2005,12724.80
3897,"620.16 N97 ASM",0871703777,"ASM handbook",,,"pages vary","ASM International",2005,12724.80
3898,"620.16 T01 ASM",0871703777,"ASM handbook",,,"pages vary","ASM International",2005,12724.80
3899,"620.16 T06 ASM",0871703777,"ASM handbook",,,"pages vary","ASM International",2005,12724.80
3903,"621.815 T10 HAL",9780070634589," Machine design ",": in SI unit","Hall, Allen S.",235p.," Tata McGraw Hill",2010,315.00
3904,"621.815 T10 HAL",9780070634589," Machine design ",": in SI unit","Hall, Allen S.",235p.," Tata McGraw Hill",2010,315.00
3906,"620.3 T10 KEL.K",9780070616790,"Mechanical vibrations",,"Kelly, S. Graham",11.31p.,"Tata McGraw Hill Education",2010,375.00
3907,"620.3 T10 KEL.K",9780070616790,"Mechanical vibrations",,"Kelly, S. Graham",11.31p.,"Tata McGraw Hill Education",2010,375.00
3912,"621.382 T08 PRO.S",9780071263788,"Digital communications",,"Proakis, John G.",1150p.,"McGraw-Hill Education",2008,915.80
3916,"621.3813 T09 RIZ",9788120314610,"Microwave engineering",":  passive circuits ","Rizzi, Peter A.",572p.,"PHI Learning,",2009,350.00
3918,"537 T07 LON.S",9788120337374,"Fundamentals of electromagnetics with MATLAB",,"Lonngren, Karl E.",529p.,"PHI Learning,",2007,425.00
3921,"620.16 T06 ASM",0871703777,"ASM handbook",,,"pages vary","ASM International",2005,12728.80
3927,"512.24 T10 JAC",9783540570295,"Finite-dimensional division algebras over fields",,"Jacobson, Nathan",283p.,"Springer-Verlag,",2010,5113.99
3930,"621.38216 T09 PRO.S",9788131501245,"Contemporary communication system "," using matlab","Proakis, John G",488p.,Brooks,2009,353.00
3932,"621.3822 N94 POO",9780387941738," Introduction to signal detection and estimation ",," Poor, H. Vincent ",398p.," Springer",1994,0.00
3934,"621.3822 N94 POO",9780387941738," Introduction to signal detection and estimation ",," Poor, H. Vincent ",398p.," Springer",1994,0.00
3935,"621.3822 N94 POO",9780387941738," Introduction to signal detection and estimation ",," Poor, H. Vincent ",398p.," Springer",1994,0.00
3936,"519.5 N88 KAY",0130151599,"Modern spectral estimation",": theory and application","Kay, Steven M.",539p.,"Prentice Hall",1988,543.00
3937,"519.5 N88 KAY",0130151599,"Modern spectral estimation",": theory and application","Kay, Steven M.",539p.,"Prentice Hall",1988,543.00
3938,"519.5 N88 KAY",0130151599,"Modern spectral estimation",": theory and application","Kay, Steven M.",539p.,"Prentice Hall",1988,543.00
3939,"519.5 N88 KAY",0130151599,"Modern spectral estimation",": theory and application","Kay, Steven M.",539p.,"Prentice Hall",1988,543.00
3940,"519.5 N88 KAY",0130151599,"Modern spectral estimation",": theory and application","Kay, Steven M.",539p.,"Prentice Hall",1988,543.00
3944,"191 T08 MIS",9780199219315,"Oxford handbook of American philosophy",,,642p.,"Oxford University Press",2008,2750.00
3946,"515.7 N90 ZEI","0387968024 | 038797167X | 038790915X","Nonlinear functional analysis and its applications",,"Zeidler, Eberhard","pages vary",Springer-Verlag,1990,8906.59
3947,"515.7 N90 ZEI","0387968024 | 038797167X | 038790915X","Nonlinear functional analysis and its applications",,"Zeidler, Eberhard","pages vary",Springer-Verlag,1990,8003.59
3948,"515.7 N85 ZEI","0387968024 | 038797167X | 038790915X","Nonlinear functional analysis and its applications",,"Zeidler, Eberhard","pages vary",Springer-Verlag,1990,7582.19
3950,"621.4022 N98 ROH.H",0070535558,"Handbook of heat transfer",,"Rohsenow, Warren M.",18.74p.,"McGraw-Hill,",1998,9751.00
3952,"621.56 N92 KOE",0824787315,"Industrial refrigeration",": principles, design and applications","Koelet, P.C.",429p.,"Marcel Dekker",1992,10535.00
3953,"515.1 T06 RIL.H",9780521139878,"Mathematical methods for physics and engineering ",,"Riley, K.F",1333p.,"Cambridge University Press",2006,995.00
3954,"515.1 T06 RIL.H",9780521139878,"Mathematical methods for physics and engineering ",,"Riley, K.F",1333p.,"Cambridge University Press",2006,995.00
3956,"515.1 T06 RIL.H",9780521139878,"Mathematical methods for physics and engineering ",,"Riley, K.F",1333p.,"Cambridge University Press",2006,995.00
3958,"621.382 T10 HAY.M",9788126521517,"Communication systems",,"Haykin, Simon",422p.,Wiley,2010,1895.00
3959,"621.382 T10 HAY.M",9788126521517,"Communication systems",,"Haykin, Simon",422p.,Wiley,2010,1895.00
3960,"621.382 T10 HAY.M",9788126521517,"Communication systems",,"Haykin, Simon",422p.,Wiley,2010,1895.00
3961,"621.382 T10 HAY.M",9788126521517,"Communication systems",,"Haykin, Simon",422p.,Wiley,2010,1895.00
3962,"621.382 T10 HAY.M",9788126521517,"Communication systems",,"Haykin, Simon",422p.,Wiley,2010,1895.00
3963,"621.3824 T10 BAL",9788126513932,"Antenna theory",": analysis & design","Balanis, Constantine A.",941p.,Wiley-India,2010,449.00
3965,"621.3824 T10 BAL",9788126513932,"Antenna theory",": analysis & design","Balanis, Constantine A.",941p.,Wiley-India,2010,449.00
3967,"621.3813 T09 COL",9788126515288,"Foundations for microwave engineering ",,"Collin, Robert E. ",924p.,"Wiley India",2009,699.00
3970,"621.3813 T09 COL",9788126515288,"Foundations for microwave engineering ",,"Collin, Robert E. ",924p.,"Wiley India",2009,699.00
3974,"621.3813 T10 POZ",9788126510498,"Microwave engineering",,"Pozar, David M.",700p.,"Wiley India",2010,449.00
3976,"621.3813 T10 POZ",9788126510498,"Microwave engineering",,"Pozar, David M.",700p.,"Wiley India",2010,449.00
3978,"537 T08 FRA",9788131709740,"Classical electromagnetism",,"Franklin, Jerrold",485p.,"Pearson Education",2008,350.00
3979,"537 T08 FRA",9788131709740,"Classical electromagnetism",,"Franklin, Jerrold",485p.,"Pearson Education",2008,350.00
3980,"537 T10 KRA.F",9780070702400,"Electromagnetics with applications ",,"Kraus, John D.",617p.,"Tata McGraw Hill Education",2010,425.00
3983,"537 T10 KRA.F",9780070702400,"Electromagnetics with applications ",,"Kraus, John D.",617p.,"Tata McGraw Hill Education",2010,425.00
3985,"621.34 T10 HAY.B",9780070612235,"Engineering electromagnetics",,"Hayt, W.H",582p.," Tata McGraw Hill",2010,350.00
3986,"621.34 T10 HAY.B",9780070612235,"Engineering electromagnetics",,"Hayt, W.H",582p.," Tata McGraw Hill",2010,350.00
3996,"621.3851 T10 KUO",9788126510016,"Network analysis and synthesis",,"Kuo, Franklin F.",515p.,"Wiley India",2010,399.00
3997,"621.815 T00 NOR",9788131705339,"Machine design ",,"Norton, Robert L.",1078p.,Pearson,2000,615.00
3998,"621.815 T00 NOR",9788131705339,"Machine design ",,"Norton, Robert L.",1078p.,Pearson,2000,615.00
4002,"621.815 T10 SHI.M",9780070668614,"Mechanical engineering design (in SI units)",,"Shigley, Joseph E.",1055p.,"Tata McGraw Hill Education",2008,550.00
4003,"621.815 T10 SHI.M",9780070668614,"Mechanical engineering design (in SI units)",,"Shigley, Joseph E.",1055p.,"Tata McGraw Hill Education",2008,550.00
4004,"621.815 T10 SHI.M",9780070668614,"Mechanical engineering design (in SI units)",,"Shigley, Joseph E.",1055p.,"Tata McGraw Hill Education",2008,550.00
4005,"621.815 T10 SHI.M",9780070668614,"Mechanical engineering design (in SI units)",,"Shigley, Joseph E.",1055p.,"Tata McGraw Hill Education",2008,550.00
4006,"621.815 T10 SHI.M",9780070668614,"Mechanical engineering design (in SI units)",,"Shigley, Joseph E.",1055p.,"Tata McGraw Hill Education",2008,550.00
4008,"620.3 T04 RAO",9788177588743,"Mechanical vibrations ",,"Rao, Singiresu S.",1108p.,Pearson,2004,615.00
4010,"620.3 T04 RAO",9788177588743,"Mechanical vibrations ",,"Rao, Singiresu S.",1108p.,Pearson,2004,615.00
4012,"620.3 T04 RAO",9788177588743,"Mechanical vibrations ",,"Rao, Singiresu S.",1108p.,Pearson,2004,615.00
4013,"512 T09 HER",9788126510184,"Topics in algebra",,"Herstein, I.N",388p.,"John Wiley & Sons",2010,339.00
4014,"512 T09 HER",9788126510184,"Topics in algebra",,"Herstein, I.N",388p.,"John Wiley & Sons",2010,339.00
4015,"512 T09 HER",9788126510184,"Topics in algebra",,"Herstein, I.N",388p.,"John Wiley & Sons",2010,339.00
4018,"005.453 T07 AHO.M",9788131721018,Compilers,":  principles, techniques, and tools"," Aho, Alfred V.",1009p.,"Pearson Education",2007,585.00
4024,"005.453 T07 AHO.M",9788131721018,Compilers,":  principles, techniques, and tools"," Aho, Alfred V.",1009p.,"Pearson Education",2007,585.00
4025,"005.453 T07 AHO.M",9788131721018,Compilers,":  principles, techniques, and tools"," Aho, Alfred V.",1009p.,"Pearson Education",2007,585.00
4026,"005.453 T07 AHO.M",9788131721018,Compilers,":  principles, techniques, and tools"," Aho, Alfred V.",1009p.,"Pearson Education",2007,585.00
4027,"005.453 T07 AHO.M",9788131721018,Compilers,":  principles, techniques, and tools"," Aho, Alfred V.",1009p.,"Pearson Education",2007,585.00
4028,"510 N80 BOA",9788126508105,"Mathematical methods in the physical sciences",,"Boas, Mary L.",839p.,"Wiley India",1980,579.00
4031,"621.384 T09 HOS.N",9780521898478,"Dynamic spectrum access and management in cognitive radio networks",,"Hossain, Ekram",487p.," Cambridge University Press",2009,2950.00
4032,"621.384 T09 HOS.N",9780521898478,"Dynamic spectrum access and management in cognitive radio networks",,"Hossain, Ekram",487p.," Cambridge University Press",2009,2950.00
4033,"621.384 T09 HOS.N",9780521898478,"Dynamic spectrum access and management in cognitive radio networks",,"Hossain, Ekram",487p.," Cambridge University Press",2009,2950.00
4039,"681.2 T09 SER.C",9780521764421,"Synchronization in wireless sensor networks",,"Serpedin, Erchin",232p.,"Cambridge University Press",2009,14300.00
4040,"681.2 T09 SER.C",9780521764421,"Synchronization in wireless sensor networks",,"Serpedin, Erchin",232p.,"Cambridge University Press",2009,14300.00
4042,"621.384 T05 GOL",9780521704168," Wireless communications ",,"Goldsmith, Andrea",644p.," Cambridge University Press",2005,2475.00
4043,"621.384 T05 GOL",9780521704168," Wireless communications ",,"Goldsmith, Andrea",644p.," Cambridge University Press",2005,2475.00
4048,"621.384 T05 TSE.V",9780521687492+," Fundamentals of wireless communication ",,"Tse, David",564p.," Cambridge University Press",2005,2475.00
